name,type,thumbs_up,thumbs_down,score,ac_percent,imple_diff,concept_diff,author,cluster,year,time_limit,source_limit,mem_limit,user_ac,total_sub,total_ac,total_wa,ct_error,rt_error,total_tle
Ada and Rain II,classical,2,1,0.82,57.35,17,26,morass,Cube (Intel G860),2017,3.5,50000,1536,57,136,78,12,9,10,27
Ada and Scarecrow,classical,0,0,1.86,20,0,0,morass,Cube (Intel G860),2017,2,50000,1536,2,40,8,19,0,0,13
Ada and Species,classical,1,0,1.6,42.11,17,17,morass,Cube (Intel G860),2017,6.5,50000,1536,9,38,16,4,0,0,18
Ada and Spring Cleaning,classical,7,0,0.53,17.44,17,17,morass,Cube (Intel G860),2016,4,50000,1536,111,1009,176,430,64,169,170
Ada and Teams,classical,10,0,0.67,42.13,19,16,morass,Cube (Intel G860),2016,4,50000,1536,79,235,99,43,10,11,72
Ada and Tomato,classical,3,0,1.48,22.81,23,30,morass,Cube (Intel G860),2017,2,50000,1536,13,171,39,27,7,12,86
Ada and Travelling Salesman,classical,1,0,1.7,66.67,17,17,morass,Cube (Intel G860),2017,3,50000,1536,6,9,6,1,1,1,0
Ada and Trip,classical,3,1,0.86,32.44,17,17,morass,Cube (Intel G860),2017,5.5,50000,1536,52,225,73,95,2,8,45
Ada and Tulips,classical,1,0,1.78,26.32,34,34,morass,Cube (Intel G860),2017,8,50000,1536,4,19,5,6,0,0,8
Ada and Unique Vegetable,classical,0,0,1.38,38.1,42,17,morass,Cube (Intel G860),2017,8,50000,1536,17,84,32,28,2,6,16
Ada and Zoo,classical,0,0,1.9,50,0,0,morass,Cube (Intel G860),2017,5,50000,1536,1,2,1,0,1,0,0
Addicted,classical,0,0,0.94,51.64,0,0,tille,Cube (Intel G860),2012,0.1,50000,1536,44,122,63,20,1,5,33
Adding Reversed Numbers,classical,54,11,0,48.3,6,4,adrian,Cube (Intel G860),2004,5,50000,1536,38632,102372,49446,23388,18864,9144,1468
Adding Sevens,classical,13,0,0.05,33.08,18,6,Ahmed Aly,Cube (Intel G860),2009,0.769,50000,1536,1646,6046,2000,1955,409,958,713
Adding up Triangles,classical,0,0,0.46,36.47,0,0,Ahmed Aly,Cube (Intel G860),2009,1.419,50000,1536,133,425,155,127,19,41,83
Adjacent Bit Counts,classical,35,3,0.03,74.87,12,18,Tamer,Cube (Intel G860),2009,3,50000,1536,2278,3740,2800,433,234,121,140
Adjusting Ducks,classical,0,0,1.16,26.15,13,26,HNUE,Cube (Intel G860),2014,1,50000,1536,28,130,34,84,6,3,2
Ads Proposal,classical,0,0,0.85,23.02,0,0,Fudan University Problem Setters,Cube (Intel G860),2011,2,50000,1536,53,404,93,73,20,65,142
Advanced Battleships,classical,1,0,1.25,16.43,0,0,SourSpinach,Cube (Intel G860),2013,4,50000,1536,23,213,35,79,7,74,18
Advanced Edit Distance,classical,5,0,0.23,35.03,11,21,Pablo Ariel Heiber,Cube (Intel G860),2010,22.25,50000,1536,303,1316,461,572,99,118,52
Advanced Fruits,classical,36,2,0.07,41.14,19,17,Vincenzo Bonifaci,Cube (Intel G860),2011,0.153,50000,1536,1110,3048,1254,1070,198,257,266
Adventure,classical,0,0,1.03,35.15,0,0,Rudradev Basak,Cube (Intel G860),2012,3.134,50000,1536,37,164,57,26,10,6,64
Adventure in Moving,classical,0,0,1,28.09,0,0,[Retired] Fendy Kosnatha,Cube (Intel G860),2011,0.125,50000,1536,39,178,50,92,8,11,17
Adventure Tourism,classical,0,0,1,15.19,0,0,Duc,Cube (Intel G860),2009,0.426,50000,1536,39,316,48,39,13,56,159
Adventurous Chess Masters,classical,0,0,1.36,32,0,0,Mostafa Saad,Cube (Intel G860),2011,0.44,50000,1536,18,75,24,33,3,3,12
Aesthetic Text,classical,0,0,1.57,45.83,0,0,Tooru Ichii,Cube (Intel G860),2013,1,50000,1536,10,24,11,5,0,0,8
After Party Transfers,classical,2,0,1.16,3.74,26,34,Thomas Dybdahl Ahle,Cube (Intel G860),2011,0.346,50000,1536,28,908,34,413,23,118,319
Again Eid Salami,classical,1,0,0.88,23.78,26,34,Raihat Zaman Neloy,Cube (Intel G860),2016,1,50000,1536,50,349,83,65,35,116,50
Age of Empires,classical,0,0,1.9,8.33,0,0,Fudan University Problem Setters,Cube (Intel G860),2012,4,50000,1536,1,12,1,0,0,1,10
Aggressive cows,classical,326,1,0.01,40.57,16,22,Roman Sol,Cube (Intel G860),2005,2,10000,1536,7854,26777,10864,8742,2238,1413,3480
Aho-Corasick Trie,classical,1,0,1.45,10.53,34,17,Chen Xiaohong,Cube (Intel G860),2012,0.262,80000,1536,14,171,18,56,6,38,53
Aibohphobia,classical,116,2,0.01,33.6,11,17,Matthew Reeder,Cube (Intel G860),2006,1.94,30000,1536,5715,23286,7825,4540,1942,3999,4958
Air Combat,classical,0,0,0.87,18.06,0,0,Hemant Verma,Cube (Intel G860),2009,0.25,2000,1536,51,371,67,78,18,63,145
Air Strike,classical,1,0,0.43,24.72,17,17,Mohammad Kotb,Cube (Intel G860),2009,1.357,50000,1536,145,905,224,529,55,50,46
Airplane Parking,classical,0,0,0.9,24.29,0,0,Race with time,Cube (Intel G860),2010,0.714,50000,1536,48,247,60,138,8,21,20
Airplane Parking,classical,0,0,1.63,30.95,0,0,DVH,Cube (Intel G860),2013,3,50000,1536,8,42,13,15,2,2,10
Ajob Subsequence,classical,0,0,0.71,39.82,0,0,Bidhan,Cube (Intel G860),2014,2,50000,1536,71,339,135,124,13,29,36
"Akbar , The great",classical,5,1,0.24,16.3,23,17,Prayank Mathur,Cube (Intel G860),2014,1,50000,1536,290,2424,395,1285,170,252,320
Alaska,classical,12,1,0.03,35.13,4,3,Ali Arous,Cube (Intel G860),2011,4.849,50000,1536,2489,7825,2749,4365,442,143,109
Alia and 3 Khans,classical,0,0,0.78,31.75,34,17,pranjuldb,Cube (Intel G860),2014,0.899,50000,1536,61,378,120,169,16,22,46
Alia and Cryptography,classical,2,0,0.63,45.16,23,17,pranjuldb,Cube (Intel G860),2014,0.3,50000,1536,86,279,126,77,4,14,55
Alia and Handsome Devil,classical,5,1,0.2,29.94,17,9,pranjuldb,Cube (Intel G860),2014,0.5,50000,1536,352,1563,468,849,48,55,133
Alia and Substrings,classical,0,0,1.67,24,0,0,pranjuldb,Cube (Intel G860),2014,1,50000,1536,7,75,18,23,10,10,13
Alibaba,classical,0,0,0.44,22.06,0,0,Thanh-Vy Hua,Cube (Intel G860),2005,0.652,50000,1536,142,873,192,308,49,113,209
Alice and Bob,classical,1,0,0.42,29.41,0,0,adrian,Cube (Intel G860),2004,7,50000,1536,149,694,205,141,74,120,154
Alice and Bob,classical,1,0,0.82,35.34,1,34,Bin Jin,Cube (Intel G860),2011,0.259,50000,1536,56,249,88,120,14,6,20
"Alice in Amsterdam, I mean Wonderland",classical,0,0,1.21,18.18,0,0,Hector Navarro,Cube (Intel G860),2013,1,50000,1536,25,209,38,122,18,0,31
Alice Sieve,classical,32,15,0.02,52.9,2,7,Paulo Costa,Cube (Intel G860),2012,0.31,50000,1536,3576,8271,4375,1030,491,750,1616
Alice’s Cube,classical,7,1,0.18,30.53,27,24,Fudan University Problem Setters,Cube (Intel G860),2009,1,50000,1536,407,1923,587,723,109,72,431
Alicias Afternoon Amble,classical,6,1,0.88,48.68,20,28,Darragh Griffin,Cube (Intel G860),2016,1,50000,1536,50,152,74,42,16,3,17
Alien arithmetic,classical,0,0,1.1,19.44,0,0,Balajiganapathi S,Cube (Intel G860),2011,0.266,50000,1536,32,324,63,167,15,39,38
Aliens,classical,1,0,0.2,30.71,50,50,gawry,Cube (Intel G860),2004,0.625,50000,1536,361,2397,736,660,151,366,483
Aliens at the subway,classical,0,0,0.82,16.84,17,17,david_8k,Cube (Intel G860),2012,0.6,50000,1536,56,570,96,386,25,22,38
Aliens at the train,classical,37,4,0.03,29.87,11,11,david_8k,Cube (Intel G860),2012,0.159,50000,1536,2506,10591,3164,4162,457,447,2327
"Aliens at the train, again!",classical,4,0,0.17,46.59,13,26,david_8k,Cube (Intel G860),2012,0.1,50000,1536,424,1071,499,476,37,23,36
All about Sorting!,classical,4,0,0.89,39.78,12,17,imranziad,Cube (Intel G860),2016,1,50000,1536,49,186,74,55,23,8,25
All Discs Considered,classical,4,0,0.16,28.74,34,21,Wanderley Guimarăes,Cube (Intel G860),2007,0.343,50000,1536,451,2178,626,669,107,267,508
All in One,classical,0,0,1.7,16.18,0,0,Lucas,Cube (Intel G860),2017,0.75,50000,1536,6,68,11,12,8,15,22
ALL IZZ WELL,classical,41,4,0.04,32.27,18,13,cegprakash,Cube (Intel G860),2011,0.474,50000,1536,2038,8769,2830,4530,562,329,510
All Possible Barns,classical,0,0,1.19,25.81,0,0,Se7s,Cube (Intel G860),2012,0.121,50000,1536,26,155,40,70,5,4,36
All Your Base,classical,6,0,0.18,32.26,12,17,Shafaet,Cube (Intel G860),2013,20,50000,1536,412,1485,479,806,62,125,8
Almost Prime Numbers Again,classical,10,0,0.98,23.28,22,17,HM Mehrab,Cube (Intel G860),2016,0.5,50000,1536,41,305,71,102,13,8,111
Almost Shortest Path,classical,33,1,0.07,31.81,23,23,Diego Satoba,Cube (Intel G860),2008,0.199,50000,1536,1062,5118,1628,1239,761,524,960
Almost square factorisation,classical,2,0,0.66,61.72,6,12,Robert Gerbicz,Cube (Intel G860),2010,0.932,4000,1536,81,303,187,64,16,10,26
Almost-isosceles Pythagorean triple (easy),classical,0,0,0.83,41.28,0,0,Francky,Cube (Intel G860),2013,1.11,50000,1536,55,596,246,229,37,55,29
Alpha Centauri Tennis,classical,4,1,0.06,47.09,4,8,Roman Sol,Cube (Intel G860),2005,1,10000,1536,1235,3232,1522,1020,238,322,129
Alphabet Soup,classical,0,0,1.27,53.23,0,0,David García Soriano,Cube (Intel G860),2011,1.71,50000,1536,22,62,33,5,4,5,10
Alphabetic Rope,classical,5,0,1.23,10.37,24,14,BISHAL GAUTAM,Cube (Intel G860),2016,1,50000,1536,24,241,25,65,18,37,96
Alphabetic Rope2,classical,0,0,1.36,27.94,0,0,BISHAL GAUTAM,Cube (Intel G860),2016,0.3,50000,1536,18,68,19,9,6,30,4
Alphabetic Rope3,classical,0,0,1.74,10.53,0,0,BISHAL GAUTAM,Cube (Intel G860),2016,1,50000,1536,5,57,6,2,2,25,22
Alphacode,classical,236,8,0.01,27.27,13,14,Adrian Kuegel,Cube (Intel G860),2005,0.341,50000,1536,11545,53196,14505,26240,3716,4364,4320
Alpine Skiing,classical,0,0,1.16,31.58,0,0,Adrian Satja Kurdija,Cube (Intel G860),2011,1,50000,1536,28,114,36,54,4,1,19
Alternating Permutations,classical,0,0,0.87,40.26,0,0,Varun Jalan,Cube (Intel G860),2010,2.318,50000,1536,51,152,62,23,7,8,52
Alternating Sequences,classical,12,1,0.14,38.36,12,12,Beer hu !!,Cube (Intel G860),2016,1,50000,1536,522,1585,608,819,81,35,39
AM FM,classical,2,0,1.16,14.71,17,34,Fidel Schaposnik,Cube (Intel G860),2015,1,50000,1536,28,306,45,161,21,10,69
Amazing equality,classical,0,0,1.03,39.23,0,0,Robert Gerbicz,Cube (Intel G860),2009,1.45,4096,1536,37,130,51,37,3,15,24
Amazing Factor Sequence,classical,20,0,0.06,38.02,13,13,c[R]@zY f[R]0G,Cube (Intel G860),2013,0.457,5000,1536,1325,5305,2017,1176,256,334,1518
Amazing Factor Sequence (medium),classical,4,2,0.48,27.43,26,17,Francky,Cube (Intel G860),2013,6.4,50000,1536,124,1130,310,419,73,73,254
Amazing Maze,classical,2,0,0.29,27.64,17,26,dce coders,Cube (Intel G860),2012,0.453,50000,1536,231,1201,332,404,90,125,250
Amazing Prime Sequence,classical,32,4,0.04,32.18,9,12,c[R]@zY f[R]0G,Cube (Intel G860),2013,1,5000,1536,2128,9115,2933,2652,405,1300,1808
Amazing Prime Sequence (hard),classical,2,0,1.63,14.77,50,50,Min_25,Cube (Intel G860),2014,1,8192,1536,8,88,13,16,27,16,16
